0.0,1,Canelo,1,jab
0.0,1,Canelo,1,lead hook
0.1,1,Canelo,1,jab
0.1,1,Canelo,1,cross
0.2,1,Canelo,1,body jab
0.3,1,Canelo,1,body lead hook
0.4,1,Canelo,1,body cross
0.4,1,Canelo,1,body lead upper
0.5,1,Canelo,1,lead upper
0.6,1,Canelo,1,rear upper
0.7,1,Canelo,0,lead upper
0.7,1,Canelo,0,rear upper
0.8,1,Canelo,1,jab
0.9,1,Canelo,1,body jab
0.9,1,Canelo,1,lead hook
0.10,1,Canelo,0,body jab
0.11,1,Canelo,0,body lead hook
0.11,1,Canelo,0,body cross
0.12,1,Canelo,0,body lead hook
0.14,1,Canelo,0,lead hook
0.14,1,Canelo,1,body lead hook
0.15,1,Canelo,1,body lead hook
0.16,1,Canelo,0,body jab
0.16,1,Canelo,0,body jab
0.17,1,Canelo,0,jab
0.17,1,Canelo,0,jab
0.17,1,Canelo,0,lead hook
0.18,1,Canelo,0,lead hook
0.20,1,Canelo,0,cross
0.21,1,Canelo,0,rear hook
0.21,1,Canelo,0,cross
0.21,1,Canelo,0,jab
0.21,1,Canelo,0,lead hook
0.22,1,Canelo,1,cross
0.22,1,Canelo,1,jab
0.22,1,Canelo,1,lead hook
0.22,1,Canelo,1,cross
0.23,1,Canelo,1,jab
0.23,1,Canelo,1,lead hook
0.23,1,Canelo,1,jab
0.23,1,Canelo,1,lead hook
0.40,1,Canelo,1,jab
0.51,1,Canelo,1,jab
0.53,1,Canelo,1,body cross
1.27,1,Canelo,1,jab
1.41,1,Canelo,1,jab
1.44,1,Canelo,1,body lead hook
1.47,1,Canelo,0,jab
1.50,1,Canelo,1,jab
2.5,1,Canelo,1,jab
2.7,1,Canelo,0,jab
2.7,1,Canelo,1,lead hook
2.16,1,Canelo,1,cross
2.21,1,Canelo,1,jab
2.24,1,Canelo,1,jab
2.29,1,Canelo,1,lead upper
2.34,1,Canelo,1,lead hook
2.34,1,Canelo,1,jab0.39,1,Canelo,1,jab
0.52,1,Canelo,1,cross
0.53,1,Canelo,0,body jab
1.27,1,Canelo,1,jab
1.41,1,Canelo,1,jab
1.44,1,Canelo,0,body lead hook
1.46,1,Canelo,0,jab
1.50,1,Canelo,1,jab
2.6,1,Canelo,0,jab
2.7,1,Canelo,1,lead hook
2.16,1,Canelo,1,cross
2.20,1,Canelo,1,jab
2.23,1,Canelo,1,jab
2.29,1,Canelo,1,lead upper
2.35,1,Canelo,0,body jab
2.36,1,Canelo,1,jab
2.37,1,Canelo,1,lead hook
2.40,1,Canelo,1,cross
2.43,1,Canelo,1,jab
2.44,1,Canelo,0,jab
2.57,1,Canelo,1,lead hook0.39,1,Canelo,1,jab
0.52,1,Canelo,1,jab
0.55,1,Canelo,0,body jab
1.27,1,Canelo,1,jab
1.42,1,Canelo,1,jab
1.45,1,Canelo,0,body lead hook
1.47,1,Canelo,1,cross
1.50,1,Canelo,1,jab
2.6,1,Canelo,1,jab
2.7,1,Canelo,0,jab
2.8,1,Canelo,1,lead hook
2.18,1,Canelo,1,cross
2.21,1,Canelo,1,jab
2.25,1,Canelo,0,jab
2.29,1,Canelo,1,lead upper
2.38,1,Canelo,0,body jab
2.39,1,Canelo,1,jab
2.39,1,Canelo,1,lead hook
2.41,1,Canelo,1,jab
2.44,1,Canelo,1,lead hook
2.46,1,Canelo,1,lead hook
