5,12,GGG,0,jab
6,12,GGG,0,jab
7,12,GGG,0,jab
9,12,GGG,0,cross
11,12,GGG,0,jab
15,12,GGG,0,rear hook
16,12,GGG,0,lead hook
23,12,GGG,0,jab
25,12,GGG,1,rear hook
31,12,GGG,0,jab
32,12,GGG,0,rear hook
33,12,GGG,0,lead hook
37,12,GGG,0,jab
37,12,GGG,0,jab
41,12,GGG,0,jab
41,12,GGG,0,rear hook
49,12,GGG,0,lead hook
53,12,GGG,0,jab
53,12,GGG,0,jab
55,12,GGG,0,rear upper
58,12,GGG,0,jab
59,12,GGG,0,rear hook
60,12,GGG,1,jab
61,12,GGG,1,cross
62,12,GGG,1,lead hook
62,12,GGG,1,jab
63,12,GGG,1,cross
63,12,GGG,0,jab
63,12,GGG,1,jab
64,12,GGG,0,cross
64,12,GGG,0,jab
65,12,GGG,0,jab
65,12,GGG,1,cross
66,12,GGG,0,jab
67,12,GGG,0,cross
67,12,GGG,0,jab
68,12,GGG,0,jab
70,12,GGG,1,rear hook
75,12,GGG,0,jab
85,12,GGG,0,jab
85,12,GGG,0,jab
85,12,GGG,0,cross
97,12,GGG,0,jab
98,12,GGG,1,jab
99,12,GGG,0,jab
101,12,GGG,0,jab
102,12,GGG,1,cross
102,12,GGG,0,cross
103,12,GGG,0,lead hook
104,12,GGG,1,rear hook
106,12,GGG,0,lead hook
112,12,GGG,1,jab
112,12,GGG,0,rear hook
118,12,GGG,1,jab
118,12,GGG,0,cross
120,12,GGG,0,jab
126,12,GGG,0,jab
134,12,GGG,1,cross
138,12,GGG,0,jab
139,12,GGG,0,jab
139,12,GGG,0,cross
140,12,GGG,1,lead hook
151,12,GGG,1,rear upper
152,12,GGG,0,lead hook
152,12,GGG,0,rear hook
154,12,GGG,0,jab
154,12,GGG,0,jab
156,12,GGG,1,cross
157,12,GGG,0,body lead hook
163,12,GGG,1,jab
164,12,GGG,0,lead upper
166,12,GGG,0,jab
168,12,GGG,1,jab
170,12,GGG,0,jab
170,12,GGG,0,jab
171,12,GGG,0,jab
171,12,GGG,0,cross
172,12,GGG,0,jab
172,12,GGG,0,jab
173,12,GGG,0,cross
173,12,GGG,0,jab
174,12,GGG,0,jab
174,12,GGG,0,cross
175,12,GGG,0,lead hook
176,12,GGG,0,jab
176,12,GGG,0,cross
176,12,GGG,0,jab
