4,5,Canelo,0,jab
10,5,Canelo,0,lead hook
14,5,Canelo,0,lead hook
15,5,Canelo,0,jab
18,5,Canelo,1,jab
25,5,Canelo,0,jab
26,5,Canelo,0,cross
27,5,Canelo,0,body lead hook
47,5,Canelo,0,jab
48,5,Canelo,0,body rear hook
52,5,Canelo,0,jab
53,5,Canelo,0,lead hook
61,5,Canelo,0,jab
61,5,Canelo,0,cross
61,5,Canelo,0,lead hook
66,5,Canelo,0,lead hook
69,5,Canelo,0,lead hook
78,5,Canelo,0,jab
87,5,Canelo,1,body lead upper
94,5,Canelo,0,jab
96,5,Canelo,1,cross
99,5,Canelo,0,lead upper
100,5,Canelo,0,cross
104,5,Canelo,0,lead hook
112,5,Canelo,0,body lead hook
115,5,Canelo,1,cross
120,5,Canelo,0,cross
122,5,Canelo,0,jab
123,5,Canelo,0,cross
127,5,Canelo,0,jab
129,5,Canelo,0,cross
132,5,Canelo,0,jab
137,5,Canelo,0,cross
141,5,Canelo,0,jab
143,5,Canelo,0,rear upper
149,5,Canelo,1,jab
155,5,Canelo,0,jab
155,5,Canelo,0,cross
156,5,Canelo,0,jab
156,5,Canelo,0,cross
160,5,Canelo,0,jab
160,5,Canelo,0,cross
160,5,Canelo,0,jab
164,5,Canelo,0,cross
168,5,Canelo,0,body jab
170,5,Canelo,0,jab
176,5,Canelo,0,lead hook
178,5,Canelo,1,jab
